sample_id,pad_name,level,level_index,severity,severity_label,mean_r,mean_g,mean_b,std_r,std_g,std_b,mean_h,mean_s,mean_v,std_h,std_s,std_v,brightness,contrast,base_r,base_g,base_b,blurred
2392,Ketone,Trace,1,1,Mild,180.8408,171.0977,227.8779,7.1832,7.2555,7.2002,124.8867,64.4248,227.8779,5.0741,9.4088,7.2002,180.4727,4.8629,205,195,235,1
2393,Ketone,Trace,1,1,Mild,182.2344,187.375,232.0977,7.2667,7.0839,7.2049,117.1904,56.9033,232.0977,5.7234,8.9639,7.2049,190.9404,4.7811,205,195,235,1
2394,Ketone,Trace,1,1,Mild,196.332,216.2559,213.0693,7.1851,7.1992,7.0237,85.5742,26.3535,218.9375,16.5746,10.3147,5.8635,209.9326,4.7914,205,195,235,0
2395,Ketone,Trace,1,1,Mild,190.1875,175.8076,245.5742,7.1407,7.0984,7.105,125.9727,72.6211,245.5742,4.1372,8.8022,7.105,188.0625,4.6716,205,195,235,1
2396,Ketone,Trace,1,1,Mild,225.1035,195.1348,242.1729,7.0921,7.2704,7.0871,139.3398,49.4199,242.2803,6.007,9.766,6.9524,209.457,4.8087,205,195,235,1
2397,Ketone,Trace,1,1,Mild,179.9248,195.3779,246.0518,7.199,7.2162,6.9946,113.2197,68.6768,246.0518,4.3854,9.0316,6.9946,196.5361,4.7973,205,195,235,0
2398,Ketone,Trace,1,1,Mild,206.999,207.8721,243.9658,7.2467,7.3534,7.271,119.3564,42.2744,243.9658,7.3379,8.9214,7.271,211.7266,4.9933,205,195,235,0
2399,Ketone,Trace,1,1,Mild,196.335,207.0488,247.1533,7.0199,7.0846,6.5798,113.9863,53.0908,247.1533,5.5732,8.6987,6.5798,208.4199,4.6785,205,195,235,1
2400,Ketone,Small,2,1,Mild,187.1152,149.6416,209.9082,7.3125,7.1016,7.2403,138.8086,73.0254,209.9111,4.6973,10.4594,7.2356,167.7188,4.8681,185,165,220,1
2401,Ketone,Small,2,1,Mild,194.792,188.9639,232.375,7.1394,7.1759,7.2349,123.7285,49.4053,232.375,6.5093,9.4376,7.2349,195.6553,4.8226,185,165,220,1
2402,Ketone,Small,2,1,Mild,181.167,173.5049,223.1406,7.1068,7.1318,7.1849,124.3066,58.084,223.1406,5.6873,9.728,7.1849,181.4717,4.7557,185,165,220,1
2403,Ketone,Small,2,1,Mild,199.8867,166.2129,241.8633,2.704,2.6739,2.6214,133.3506,79.751,241.8633,1.2798,3.4522,2.6214,184.8809,1.8909,185,165,220,1
2404,Ketone,Small,2,1,Mild,170.5156,171.1592,241.376,7.1522,7.2136,7.2005,119.7383,78.876,241.376,4.0507,8.2542,7.2005,178.9746,4.7173,185,165,220,1
2405,Ketone,Small,2,1,Mild,177.832,189.373,200.959,7.1786,7.1051,7.18,105.127,30.5078,201.4971,14.3332,11.2937,6.6882,187.2598,4.7098,185,165,220,1
2406,Ketone,Small,2,1,Mild,191.2412,185.0176,213.9814,7.3556,7.4058,7.1643,125.9775,36.5039,213.9863,10.2502,10.3338,7.1564,190.1924,4.9599,185,165,220,1
2407,Ketone,Small,2,1,Mild,199.2568,153.2988,210.1377,7.2427,7.2538,7.1956,144.5215,69.4375,210.8535,5.0435,10.6363,6.5852,173.5264,4.8637,185,165,220,1
2408,Ketone,Small,2,1,Mild,210.4316,161.7637,242.8242,2.7378,2.7115,2.719,138.0361,85.1123,242.8242,1.3301,3.3964,2.719,185.5479,1.7666,185,165,220,1
2409,Ketone,Small,2,1,Mild,174.0811,152.2607,194.6367,7.3853,7.2518,7.0686,135.4902,55.2939,194.6621,6.9217,11.8984,7.0321,163.6299,4.855,185,165,220,0
2410,Ketone,Small,2,1,Mild,164.1816,153.832,212.2539,7.326,7.1762,7.0171,125.0859,71.0332,212.2539,4.9231,9.9983,7.0171,163.5879,4.7999,185,165,220,0
2411,Ketone,Small,2,1,Mild,194.0977,152.8877,207.8721,7.3205,7.1889,7.2377,142.7188,67.5811,208.2383,5.2696,10.848,6.872,171.4775,4.73,185,165,220,1
2412,Ketone,Small,2,1,Mild,178.8682,159.001,198.7383,7.2803,7.2097,7.0855,134.9961,50.8086,198.7637,7.3042,11.6306,7.0498,169.4619,4.8875,185,165,220,1
2413,Ketone,Small,2,1,Mild,189.1768,185.5303,222.2021,7.1889,7.1991,7.2474,122.6436,44.751,222.2021,7.5502,10.0169,7.2474,190.7891,4.816,185,165,220,1
2414,Ketone,Small,2,1,Mild,201.8906,179.9121,239.1543,7.2399,7.2645,6.9936,130.9678,62.9854,239.1543,4.8321,9.7099,6.9936,193.2363,4.7482,185,165,220,0
2415,Ketone,Small,2,1,Mild,167.8496,158.0439,243.5967,7.2042,7.2965,7.2906,123.3242,90.3252,243.5967,3.3439,8.5598,7.2906,170.7246,4.9456,185,165,220,1
2416,Ketone,Small,2,1,Mild,183.9805,182.0459,195.3887,2.6732,2.6858,2.5524,123.9756,18.2686,195.3896,7.7045,4.3736,2.5498,184.1309,1.871,185,165,220,1
2417,Ketone,Small,2,1,Mild,171.8594,171.918,210.792,7.1497,7.289,7.0084,120.002,51.7803,210.792,6.7944,9.9211,7.0084,176.3154,4.9542,185,165,220,0
2418,Ketone,Small,2,1,Mild,179.8496,151.2432,220.4473,7.2589,7.1742,7.184,132.3125,79.8945,220.4473,4.0606,9.73,7.184,167.6934,4.7974,185,165,220,1
2419,Ketone,Small,2,1,Mild,187.042,189.1602,197.9043,7.2108,7.1551,7.2634,109.0762,20.252,199.4922,32.3151,9.3772,5.9927,189.5146,4.6898,185,165,220,0
2420,Ketone,Small,2,1,Mild,210.125,166.8906,203.2471,7.2345,7.3605,7.2549,154.4668,53.8232,211.7031,6.7795,10.5068,6.224,183.959,4.9547,185,165,220,0
2421,Ketone,Small,2,1,Mild,190.2959,161.083,227.1982,7.3944,7.1967,7.2553,133.2129,74.0352,227.1982,4.1221,9.942,7.2553,177.377,4.9022,185,165,220,0
2422,Ketone,Small,2,1,Mild,186.9414,157.0967,226.1396,7.1606,7.1445,7.1271,132.8984,77.6826,226.1396,3.9379,9.8802,7.1271,173.8984,4.726,185,165,220,1
2423,Ketone,Small,2,1,Mild,193.8799,170.5898,229.6279,2.697,2.7655,2.8813,131.8477,65.5361,229.6279,1.6887,3.7802,2.8813,184.2588,1.9076,185,165,220,0
2424,Ketone,Small,2,1,Mild,204.0381,165.9424,241.4277,7.1422,7.3195,7.2992,135.1699,79.5791,241.4277,3.5134,9.5578,7.2992,185.9375,4.9932,185,165,220,0
2425,Ketone,Small,2,1,Mild,192.0469,142.957,217.208,7.3089,7.2449,7.0476,139.9434,87.0098,217.208,3.6873,10.1357,7.0476,166.1025,4.873,185,165,220,0
2426,Ketone,Small,2,1,Mild,176.9287,168.1826,207.1934,7.2789,7.3072,7.2707,126.3506,49.3398,207.1934,7.7544,10.4744,7.2707,175.2461,4.8342,185,165,220,1
2427,Ketone,Small,2,1,Mild,197.8379,155.0635,217.2188,7.3562,7.2717,7.0527,140.8789,72.8623,217.3086,4.63,10.5395,6.927,174.9404,4.9279,185,165,220,1
2428,Ketone,Small,2,1,Mild,171.0283,155.7852,231.1729,2.8125,2.6639,2.7678,126.0703,83.1543,231.1729,1.5003,3.4862,2.7678,168.9385,1.8123,185,165,220,1
2429,Ketone,Small,2,1,Mild,193.5723,141.0977,235.6768,2.8656,2.7744,2.7482,136.6182,102.3076,235.6768,1.1741,3.4669,2.7482,167.5615,1.8254,185,165,220,0
2430,Ketone,Small,2,1,Mild,169.1729,153.127,211.4404,7.3477,7.2509,7.1762,128.043,70.3438,211.4404,4.8886,10.7032,7.1762,164.5801,4.8765,185,165,220,0
2431,Ketone,Small,2,1,Mild,177.1572,142.8701,237.917,2.6372,2.6652,2.7532,130.8232,101.8496,237.917,1.0812,3.2029,2.7532,163.9658,1.8408,185,165,220,0
2432,Ketone,Small,2,1,Mild,201.1143,142.3242,198.5947,2.663,2.7143,2.7558,151.2676,75.0752,201.7363,1.9894,4.1678,2.3076,166.3203,1.7491,185,165,220,0
2433,Ketone,Small,2,1,Mild,162.8086,148.6709,245.0029,7.1955,7.3586,7.1476,124.293,100.5137,245.0029,3.0987,8.5998,7.1476,163.8711,4.827,185,165,220,0
2434,Ketone,Small,2,1,Mild,208.9512,151.0518,227.8584,7.1852,7.1788,6.9953,142.7607,85.8281,227.8936,3.6205,9.2998,6.9483,177.1201,4.9106,185,165,220,1
2435,Ketone,Small,2,1,Mild,173.3857,182.1504,240.1836,2.7369,2.6046,2.8942,116.1055,70.915,240.1836,1.6755,3.7138,2.8942,186.1416,1.7662,185,165,220,0
2436,Ketone,Small,2,1,Mild,167.7822,142.3398,211.873,7.0337,7.2024,7.2277,130.9131,83.5127,211.873,3.8234,10.4959,7.2277,157.8857,4.8796,185,165,220,1
2437,Ketone,Small,2,1,Mild,202.9141,177.8662,212.9678,7.2191,7.0875,7.1346,141.8643,42.7842,213.9043,8.5627,10.4845,6.3799,189.3486,4.7661,185,165,220,0
2438,Ketone,Small,2,1,Mild,194.1035,188.1807,234.7842,7.1785,7.2512,7.1773,123.5273,52.3945,234.7842,6.0634,9.2395,7.1773,195.2539,4.8814,185,165,220,1
2439,Ketone,Small,2,1,Mild,201.0723,155.8379,226.0557,7.4566,7.2897,7.2763,139.4668,79.0312,226.0557,4.1296,10.0746,7.2763,177.3535,4.8239,185,165,220,1
2440,Ketone,Small,2,1,Mild,175.1006,175.1855,222.9287,7.1598,7.3977,7.1981,119.9238,59.2412,222.9287,5.7758,9.2671,7.1981,180.6055,4.9235,185,165,220,0
2441,Ketone,Small,2,1,Mild,198.9492,140.584,241.6533,2.8006,2.6606,2.8532,137.3281,106.6367,241.6533,1.0221,3.4611,2.8532,169.5781,1.864,185,165,220,1
2442,Ketone,Small,2,1,Mild,202.2939,151.2568,230.9453,7.1524,6.9958,7.1562,139.3047,87.8379,230.9453,3.3933,9.5369,7.1562,175.6055,4.7235,185,165,220,1
2443,Ketone,Small,2,1,Mild,196.4111,165.8574,229.7529,7.3531,7.246,7.3642,134.3203,70.7578,229.7529,4.2733,9.9134,7.3642,182.2842,4.9249,185,165,220,1
2444,Ketone,Small,2,1,Mild,177.3076,145.3896,218.0342,7.1897,7.2366,7.1467,133.1377,84.8008,218.0342,3.7044,10.2702,7.1467,163.2207,4.8394,185,165,220,0
2445,Ketone,Small,2,1,Mild,186.0703,152.2129,232.3535,2.8968,2.8709,2.7828,132.6592,87.9268,232.3535,1.3906,3.8285,2.7828,171.4795,1.8359,185,165,220,0
2446,Ketone,Small,2,1,Mild,194.3613,142.5557,208.8594,7.1946,7.1677,7.28,143.6445,81.0,209.1572,4.398,10.7844,6.9545,165.6064,4.6381,185,165,220,0
2447,Ketone,Small,2,1,Mild,208.291,147.25,233.8789,7.2112,7.1098,7.2433,141.2295,94.3047,233.8789,3.3035,9.1994,7.2433,175.3809,4.6622,185,165,220,1
2448,Ketone,Small,2,1,Mild,191.5,143.2002,194.9209,7.3969,7.2312,7.3101,148.2295,70.0166,197.5986,5.4958,11.2517,6.188,163.5342,4.8124,185,165,220,1
2449,Ketone,Small,2,1,Mild,184.5205,148.0508,198.1924,7.2078,7.2971,7.2669,142.0732,64.6475,198.5547,5.5803,11.2524,6.9043,164.6738,4.952,185,165,220,1
2450,Ketone,Small,2,1,Mild,187.2324,165.4248,217.1826,7.3251,7.1124,7.2728,132.6152,60.5498,217.1826,5.2515,10.7252,7.2728,177.8516,4.916,185,165,220,1
2451,Ketone,Small,2,1,Mild,178.4316,148.0908,222.9941,7.1915,7.2792,7.2015,132.0908,85.4736,222.9941,3.6573,9.791,7.2015,165.6855,4.9334,185,165,220,1
2452,Ketone,Small,2,1,Mild,175.8809,183.3008,227.2461,2.9134,2.7729,2.6682,115.7197,57.6738,227.2461,2.1136,3.9651,2.6682,186.0977,1.9521,185,165,220,0
2453,Ketone,Small,2,1,Mild,171.0566,143.8477,235.0898,2.9459,2.7578,2.7077,128.9355,98.9414,235.0898,1.2262,3.465,2.7077,162.3906,1.9248,185,165,220,1
2454,Ketone,Small,2,1,Mild,186.4307,177.8779,206.4004,7.1068,7.1793,7.1202,128.4258,36.5596,206.4297,10.6996,10.6438,7.0767,183.6924,4.7335,185,165,220,0
2455,Ketone,Small,2,1,Mild,172.7744,154.208,216.4941,7.2083,7.0765,7.4498,128.8027,73.2256,216.4941,4.3895,10.436,7.4498,166.8457,4.8368,185,165,220,1
2456,Ketone,Small,2,1,Mild,196.8154,166.0098,206.0967,7.1375,7.2544,7.2722,143.499,50.4727,207.1709,7.2127,10.9882,6.4443,179.7861,4.8676,185,165,220,1
2457,Ketone,Small,2,1,Mild,166.2305,188.4072,212.2393,6.905,7.2147,7.2487,105.5225,55.0742,212.2393,6.062,10.7408,7.2487,184.4824,4.8456,185,165,220,1
2458,Ketone,Small,2,1,Mild,198.1504,155.0303,220.708,7.2409,7.1856,7.2427,139.8076,75.7168,220.709,4.1778,9.8392,7.2412,175.4229,4.9083,185,165,220,1
2459,Ketone,Small,2,1,Mild,169.3818,186.9023,225.2441,7.3148,7.2788,7.1861,110.7754,63.1494,225.2441,5.1273,10.3481,7.1861,186.0439,4.8429,185,165,220,0
2460,Ketone,Moderate,3,2,Moderate,159.7412,116.0684,211.1621,7.2573,7.3112,7.3737,133.7666,114.667,211.1621,2.8203,10.2204,7.3737,139.9736,4.9048,165,130,200,0
2461,Ketone,Moderate,3,2,Moderate,143.3643,120.04,221.3252,7.3366,7.3329,7.3397,126.7998,116.5645,221.3252,2.898,9.6204,7.3397,138.5566,4.8261,165,130,200,1
2462,Ketone,Moderate,3,2,Moderate,148.8213,134.873,220.623,7.0923,7.1411,7.2417,124.7246,99.2715,220.623,3.2868,9.5042,7.2417,148.8193,4.8045,165,130,200,1
2463,Ketone,Moderate,3,2,Moderate,172.2188,140.9443,203.4287,7.1148,7.233,7.1636,135.0664,78.1055,203.4287,4.3465,11.1874,7.1636,157.4072,4.8871,165,130,200,1
2464,Ketone,Moderate,3,2,Moderate,139.9248,116.8643,214.3662,2.8379,2.8835,2.7153,127.083,115.957,214.3662,1.1533,4.0478,2.7153,134.8633,1.8737,165,130,200,0
2465,Ketone,Moderate,3,2,Moderate,153.96,124.2471,221.8525,7.2759,7.2363,7.3998,129.0566,112.0469,221.8525,2.9209,9.5766,7.3998,144.2607,4.7466,165,130,200,1
2466,Ketone,Moderate,3,2,Moderate,174.9893,110.0947,207.8574,7.0386,7.3002,7.2645,139.9746,119.7471,207.8574,2.8438,10.4073,7.2645,140.6416,4.7335,165,130,200,0
2467,Ketone,Moderate,3,2,Moderate,176.9551,140.9277,215.0938,7.0265,7.0912,7.1828,134.5693,87.7529,215.0938,3.5346,10.2544,7.1828,160.1338,4.7886,165,130,200,1
2468,Ketone,Moderate,3,2,Moderate,141.2139,104.9736,177.8535,6.897,7.2215,7.1365,134.9258,104.252,177.8535,3.6088,12.0347,7.1365,124.1152,4.7736,165,130,200,0
2469,Ketone,Moderate,3,2,Moderate,160.0625,129.2959,221.8711,7.2675,7.1158,7.3588,129.9092,106.2236,221.8711,2.9246,9.6327,7.3588,149.043,4.8493,165,130,200,1
2470,Ketone,Moderate,3,2,Moderate,156.4502,150.9346,213.9443,7.2388,7.3329,7.1232,122.459,77.2197,213.9443,4.5163,9.6613,7.1232,159.7529,4.9537,165,130,200,1
2471,Ketone,Moderate,3,2,Moderate,149.7871,145.292,193.2197,7.305,7.333,7.0582,122.6064,66.0264,193.2197,5.9379,10.6959,7.0582,152.0986,4.9194,165,130,200,0
2472,Ketone,Moderate,3,2,Moderate,156.9229,124.1719,185.1748,7.1098,7.3407,7.1152,136.1631,83.7588,185.1748,4.5315,11.8272,7.1152,140.9355,4.9608,165,130,200,0
2473,Ketone,Moderate,3,2,Moderate,179.6416,153.7305,192.1816,7.137,7.3382,7.0629,140.5107,51.2881,192.6631,7.3914,11.7117,6.6118,165.8711,4.9705,165,130,200,0
2474,Ketone,Moderate,3,2,Moderate,175.9082,113.7793,189.9473,7.1399,7.2003,7.1055,144.6426,102.3027,190.2793,3.735,11.3001,6.7718,141.0342,4.777,165,130,200,0
2475,Ketone,Moderate,3,2,Moderate,178.0635,150.8662,205.4307,7.1356,7.3004,7.1676,134.9531,67.499,205.4307,5.0746,11.1837,7.1676,165.2275,4.8378,165,130,200,0
2476,Ketone,Moderate,3,2,Moderate,177.293,122.0215,217.8682,7.4578,7.4756,7.1801,137.3193,112.0293,217.8682,2.8622,9.9752,7.1801,149.4775,5.0609,165,130,200,0
2477,Ketone,Moderate,3,2,Moderate,184.9512,150.9697,195.541,7.3093,7.2478,7.2114,143.167,58.6641,196.3066,6.3934,11.4726,6.655,166.2129,4.8979,165,130,200,0
2478,Ketone,Moderate,3,2,Moderate,184.6953,116.8789,197.7129,7.0107,7.2725,7.1725,145.3623,104.4639,198.1895,3.5221,10.6044,6.7285,146.3828,4.99,165,130,200,0
2479,Ketone,Moderate,3,2,Moderate,148.1455,127.8418,212.1406,7.1126,7.1739,7.1405,127.1064,101.1758,212.1406,3.2911,10.0492,7.1405,143.5215,4.8072,165,130,200,0
2480,Ketone,Moderate,3,2,Moderate,174.7021,105.3086,218.957,7.1321,7.1912,7.1081,138.334,132.248,218.957,2.4326,9.1731,7.1081,139.0029,4.7665,165,130,200,1
2481,Ketone,Moderate,3,2,Moderate,179.0693,108.8691,183.1621,7.2431,7.173,7.0388,148.4824,105.1934,185.5,3.8316,10.885,5.92,138.334,4.9075,165,130,200,1
2482,Ketone,Moderate,3,2,Moderate,152.7627,130.7734,220.2402,7.0197,7.2027,7.1366,127.3037,103.4355,220.2402,3.0836,9.7052,7.1366,147.5586,4.8479,165,130,200,1
2483,Ketone,Moderate,3,2,Moderate,175.0645,117.3838,213.6064,7.262,7.3477,7.0548,138.0293,114.7148,213.6064,2.8193,9.9332,7.0548,145.5996,4.9755,165,130,200,0
2484,Ketone,Moderate,3,2,Moderate,178.0107,144.377,198.2178,2.8251,2.6236,2.9196,138.7822,69.2041,198.2178,2.0128,4.6219,2.9196,160.5801,1.7006,165,130,200,0
2485,Ketone,Moderate,3,2,Moderate,153.1572,142.915,200.2451,2.7117,2.6769,2.8044,125.3467,72.9707,200.2451,1.8983,4.0971,2.8044,152.498,1.8329,165,130,200,1
2486,Ketone,Moderate,3,2,Moderate,177.959,152.0449,176.9775,7.2076,7.358,7.0635,150.9316,41.2158,181.5459,10.3544,12.4877,5.8443,162.6396,4.9211,165,130,200,0
2487,Ketone,Moderate,3,2,Moderate,165.8154,152.5381,206.2568,7.1597,7.3809,7.1335,127.1738,66.6904,206.2568,5.2861,11.0087,7.1335,162.6299,4.9415,165,130,200,1
2488,Ketone,Moderate,3,2,Moderate,164.5195,135.999,191.9814,7.3039,7.3718,7.1368,135.2705,74.0908,191.9814,5.0389,12.0886,7.1368,150.9287,4.8422,165,130,200,1
2489,Ketone,Moderate,3,2,Moderate,157.0244,110.7207,180.1074,7.1358,7.3253,7.2654,140.165,97.9922,180.1123,3.9505,12.327,7.2575,132.4873,4.9187,165,130,200,0
2490,Ketone,Moderate,3,2,Moderate,176.9287,145.1494,203.6865,7.1074,7.2554,7.3159,136.3633,73.0605,203.6865,4.6698,11.1488,7.3159,161.3115,4.8718,165,130,200,0
2491,Ketone,Moderate,3,2,Moderate,155.0811,118.9297,190.9277,7.3231,7.2537,7.2385,135.0811,95.9023,190.9277,3.8159,11.6362,7.2385,137.9443,4.8192,165,130,200,1
2492,Ketone,Moderate,3,2,Moderate,157.6875,127.1543,176.1064,7.0864,7.1966,7.109,138.9209,70.6885,176.1807,5.7341,12.8397,7.011,141.8604,4.8446,165,130,200,1
2493,Ketone,Moderate,3,2,Moderate,170.543,125.96,213.5703,7.2154,7.0571,7.294,135.3008,104.4307,213.5703,3.0326,10.0046,7.294,149.2764,4.7293,165,130,200,1
2494,Ketone,Moderate,3,2,Moderate,162.2422,118.9092,203.8867,7.134,7.1845,7.2806,135.3242,106.0928,203.8867,3.1031,10.6075,7.2806,141.5459,4.8593,165,130,200,0
2495,Ketone,Moderate,3,2,Moderate,175.0762,114.9766,196.1328,7.0988,7.3342,7.212,142.3096,105.2959,196.1533,3.3722,11.2092,7.1817,142.1973,4.7967,165,130,200,1
2496,Ketone,Moderate,3,2,Moderate,162.9268,104.9209,177.0264,7.0807,7.1862,7.3669,144.3574,103.8506,177.3203,3.9364,12.2565,7.0608,130.4766,4.8061,165,130,200,0
2497,Ketone,Moderate,3,2,Moderate,173.0322,141.9033,197.1875,7.3361,7.1106,7.2656,137.0527,71.2422,197.1875,5.1744,11.3141,7.2656,157.5303,4.8719,165,130,200,1
2498,Ketone,Moderate,3,2,Moderate,151.083,140.2432,224.0391,7.2339,7.1051,7.0621,123.7461,96.0049,224.0391,3.4084,9.1224,7.0621,153.0381,4.806,165,130,200,1
2499,Ketone,Moderate,3,2,Moderate,189.1143,129.6748,190.5371,7.2471,7.1816,7.2259,149.3662,84.373,193.999,4.6693,10.9562,5.8536,154.3857,4.7216,165,130,200,1
2500,Ketone,Moderate,3,2,Moderate,165.4072,154.2744,181.0186,6.9958,7.2636,7.2507,132.2266,38.5527,181.1982,11.5812,12.6039,7.0432,160.6504,4.7765,165,130,200,1
2501,Ketone,Moderate,3,2,Moderate,147.2822,111.0967,214.6191,7.2216,7.3978,7.2029,130.4287,122.8682,214.6191,2.7115,9.8933,7.2029,133.7236,4.8181,165,130,200,1
2502,Ketone,Moderate,3,2,Moderate,148.9795,105.751,191.543,7.1413,7.0679,7.2364,135.127,114.0439,191.543,3.1896,10.4857,7.2364,128.4639,4.773,165,130,200,0
2503,Ketone,Moderate,3,2,Moderate,158.8896,133.7461,207.7734,7.2088,7.4523,7.1585,130.1006,90.6709,207.7734,3.7734,10.5873,7.1585,149.6992,4.9582,165,130,200,0
2504,Ketone,Moderate,3,2,Moderate,148.7852,153.4385,216.9229,2.7452,2.7136,2.8424,118.0049,80.3213,216.9229,1.7452,3.4764,2.8424,159.3086,1.8126,165,130,200,1
2505,Ketone,Moderate,3,2,Moderate,156.8994,139.2188,224.7109,7.2941,7.2247,7.0874,126.0859,96.9902,224.7109,3.3539,9.2321,7.0874,154.2383,4.9171,165,130,200,0
2506,Ketone,Moderate,3,2,Moderate,143.1387,134.7256,203.9326,2.8157,2.575,2.8757,123.6172,86.5576,203.9326,1.6002,3.8806,2.8757,145.1133,1.8294,165,130,200,1
2507,Ketone,Moderate,3,2,Moderate,180.0146,107.2822,209.0146,7.2519,7.1729,7.1441,141.5234,123.9668,209.0146,2.6986,9.8922,7.1441,140.6094,4.8056,165,130,200,0
2508,Ketone,Moderate,3,2,Moderate,176.125,119.6006,189.9834,7.1705,7.2366,7.2932,144.29,94.5352,190.3418,4.0732,11.327,6.9171,144.5303,4.8238,165,130,200,0
2509,Ketone,Moderate,3,2,Moderate,149.1553,112.7295,207.9648,7.1282,7.3292,7.0688,131.4385,116.626,207.9648,2.8811,9.8771,7.0688,134.4854,4.9252,165,130,200,0
2510,Ketone,Moderate,3,2,Moderate,150.3115,145.958,186.8252,7.2115,7.21,7.088,122.9023,58.7324,186.8252,6.9301,11.06,7.088,151.9199,4.8315,165,130,200,0
2511,Ketone,Moderate,3,2,Moderate,177.0,149.1465,191.3311,7.3929,7.094,7.1873,140.0742,56.3643,191.6699,7.0099,11.2412,6.8191,162.2803,4.8799,165,130,200,1
2512,Ketone,Moderate,3,2,Moderate,151.2666,131.2734,222.9746,7.3143,7.0434,7.1843,126.4619,104.7627,222.9746,3.1326,9.223,7.1843,147.7227,4.7645,165,130,200,1
2513,Ketone,Moderate,3,2,Moderate,146.1523,153.0645,216.0244,7.2465,7.2139,7.3744,117.2256,84.0352,216.0244,4.0918,9.4309,7.3744,158.1611,4.9316,165,130,200,0
2514,Ketone,Moderate,3,2,Moderate,182.79,138.8525,183.1914,7.32,7.1557,7.1185,149.7373,65.5342,187.0898,6.1546,11.5616,5.957,157.0459,4.7262,165,130,200,1
2515,Ketone,Moderate,3,2,Moderate,140.7246,130.1826,195.9375,7.0932,7.0423,7.1524,124.6084,86.3496,195.9375,4.3629,10.4201,7.1524,140.8359,4.6911,165,130,200,1
2516,Ketone,Moderate,3,2,Moderate,168.1484,110.4678,201.4248,7.209,7.0453,7.1529,139.0889,114.9932,201.4248,3.0852,10.0225,7.1529,138.0732,4.7322,165,130,200,0
2517,Ketone,Moderate,3,2,Moderate,168.0703,120.8242,175.8779,7.2404,7.3185,7.3637,145.9873,80.918,177.2109,5.1927,12.1155,6.4937,141.2373,4.953,165,130,200,0
2518,Ketone,Moderate,3,2,Moderate,187.7334,142.9814,198.1826,7.0448,7.2956,7.097,144.5918,71.6211,199.0234,5.2027,11.055,6.386,162.6631,4.8308,165,130,200,1
2519,Ketone,Moderate,3,2,Moderate,178.2324,147.8965,196.0176,7.1415,7.413,7.0891,139.084,62.4238,196.0957,5.9298,11.8879,6.9904,162.4629,4.8686,165,130,200,1
2520,Ketone,Large,4,3,Critical,149.8389,83.9121,176.0771,7.303,7.1451,7.2038,141.542,133.2783,176.0771,3.0198,11.4681,7.2038,114.1318,4.8687,145,90,175,1
2521,Ketone,Large,4,3,Critical,159.1787,91.9346,160.0273,7.284,7.1101,7.1337,149.6904,111.6201,163.7051,4.1121,12.384,5.8584,119.8027,4.73,145,90,175,1
2522,Ketone,Large,4,3,Critical,163.0498,91.9795,183.2598,7.1871,7.3245,7.2358,143.458,126.832,183.291,3.1294,11.625,7.191,123.6318,4.7871,145,90,175,1
2523,Ketone,Large,4,3,Critical,165.166,103.9854,191.2842,2.8253,2.8178,2.8896,141.0479,116.3525,191.2842,1.2658,4.336,2.8896,132.2158,1.9748,145,90,175,0
2524,Ketone,Large,4,3,Critical,135.8066,115.3145,194.8389,7.2377,7.2109,7.1387,127.6055,103.874,194.8389,3.573,11.0685,7.1387,130.5195,4.7807,145,90,175,0
2525,Ketone,Large,4,3,Critical,120.1582,112.2949,176.0439,2.8447,2.8282,2.6434,123.668,92.3115,176.0439,1.8326,4.713,2.6434,121.917,1.8967,145,90,175,0
2526,Ketone,Large,4,3,Critical,164.9775,101.624,183.9199,7.066,7.2178,7.17,143.2305,113.9082,183.959,3.4003,11.5802,7.1193,129.9541,4.7523,145,90,175,1
2527,Ketone,Large,4,3,Critical,140.5273,113.918,198.168,7.0165,7.3059,7.2294,129.3877,108.2021,198.168,3.2893,10.9816,7.2294,131.4697,4.7587,145,90,175,1
2528,Ketone,Large,4,3,Critical,129.6992,102.1504,156.3613,7.2332,7.3156,7.1969,135.292,88.0498,156.3613,5.2059,14.285,7.1969,116.5693,4.9579,145,90,175,0
2529,Ketone,Large,4,3,Critical,141.6934,102.8818,190.9658,7.3061,7.182,7.0741,133.1914,117.4189,190.9658,3.0902,10.8774,7.0741,124.5244,4.8278,145,90,175,0
2530,Ketone,Large,4,3,Critical,122.833,108.2949,164.0547,7.1683,7.2606,7.1903,127.5938,86.7939,164.0547,5.0953,13.0687,7.1903,118.9951,4.9239,145,90,175,1
2531,Ketone,Large,4,3,Critical,149.1445,110.707,165.7871,7.2867,7.2922,7.1015,141.1299,84.5713,165.918,5.1299,13.3921,6.9438,128.4844,4.9067,145,90,175,1
2532,Ketone,Large,4,3,Critical,149.1631,78.8223,184.3027,2.9794,2.7676,2.7107,140.0029,145.9219,184.3027,1.0322,4.1928,2.7107,111.8916,1.9047,145,90,175,1
2533,Ketone,Large,4,3,Critical,146.3174,96.9014,197.3018,7.3074,7.1712,7.3693,134.7822,129.6191,197.3018,2.8216,10.1968,7.3693,123.1279,4.7906,145,90,175,1
2534,Ketone,Large,4,3,Critical,162.3467,104.8359,153.957,6.9718,7.1153,7.1965,154.1738,91.1982,163.415,4.8823,12.5156,6.2061,127.627,4.877,145,90,175,0
